set_id,session_id,exercise_id,set_number,reps,load_kg,rpe,rest_sec
25674,1538,92,1,9,52.47,7.6,104
25675,1538,92,2,9,55.41,7.3,156
25676,1538,92,3,9,55.64,8.5,77
25677,1538,92,4,8,46.99,7.8,127
25678,1538,283,1,12,38.05,7.9,139
25679,1538,283,2,8,44.27,7.7,174
25680,1538,283,3,12,39.55,9.0,119
25681,1538,325,1,12,30.01,7.2,103
25682,1538,325,2,8,30.62,6.4,114
25683,1538,336,1,11,42.62,6.9,124
25684,1538,336,2,12,42.95,8.8,170
25685,1539,325,1,10,31.53,8.0,107
25686,1539,325,2,10,27.56,8.0,89
25687,1539,350,1,9,28.68,7.5,84
25688,1539,350,2,8,30.46,9.1,92
25689,1539,350,3,11,24.71,7.7,151
25690,1539,416,1,9,30.64,8.5,96
25691,1539,416,2,10,33.74,7.0,143
25692,1539,416,3,11,31.39,8.2,169
25693,1539,301,1,11,57.88,8.2,151
25694,1539,301,2,12,56.45,8.2,148
25695,1539,301,3,10,72.35,7.9,67
25696,1539,301,4,11,68.7,8.1,133
25697,1540,216,1,11,19.23,8.3,131
25698,1540,216,2,14,19.24,9.7,182
25699,1540,96,1,10,40.01,8.7,124
25700,1540,96,2,11,53.11,8.2,102
25701,1540,96,3,12,42.09,7.4,107
25702,1540,171,1,12,42.64,6.4,136
25703,1540,171,2,12,46.06,8.9,113
25704,1540,174,1,9,31.53,7.8,71
25705,1540,174,2,8,28.59,7.5,75
25706,1540,28,1,10,8.76,7.6,138
25707,1540,28,2,10,9.07,8.4,102
25708,1541,153,1,14,31.99,8.0,143
25709,1541,153,2,9,40.19,8.4,130
25710,1541,78,1,11,43.31,7.0,68
25711,1541,78,2,14,37.03,7.2,156
25712,1541,78,3,14,37.94,8.0,87
25713,1541,262,1,14,29.29,7.8,130
25714,1541,262,2,12,22.78,7.3,122
25715,1541,262,3,11,26.94,9.2,120
25716,1541,57,1,14,5.28,7.8,110
25717,1541,57,2,14,5.09,7.9,127
25718,1541,57,3,14,5.28,8.0,88
25719,1542,174,1,11,40.68,8.4,159
25720,1542,174,2,9,49.71,9.2,122
25721,1542,174,3,11,47.88,7.7,119
25722,1542,287,1,8,24.96,7.5,102
25723,1542,287,2,10,19.36,8.7,60
25724,1542,253,1,10,16.59,6.7,140
25725,1542,253,2,12,15.03,7.5,89
25726,1542,288,1,13,21.58,8.0,139
25727,1542,288,2,12,19.58,8.1,201
25728,1542,288,3,8,17.4,6.9,115
25729,1542,288,4,8,25.12,7.8,112
25730,1542,186,1,10,56.99,7.4,113
25731,1542,186,2,13,59.62,6.5,97
25732,1543,83,1,13,55.68,8.4,137
25733,1543,83,2,8,53.23,8.1,146
25734,1543,298,1,8,31.23,9.1,99
25735,1543,298,2,9,25.94,6.6,143
25736,1543,298,3,14,28.37,8.9,84
25737,1543,407,1,12,7.21,7.0,127
25738,1543,407,2,11,7.98,7.5,98
25739,1543,97,1,8,43.38,8.6,126
25740,1543,97,2,12,41.39,7.5,142
25741,1543,174,1,13,41.83,8.6,149
25742,1543,174,2,9,41.79,7.3,98
25743,1543,174,3,13,41.21,7.1,148
25744,1543,271,1,14,34.48,8.2,104
25745,1543,271,2,13,38.44,7.9,106
25746,1543,271,3,11,39.88,7.7,137
25747,1543,271,4,13,40.28,8.7,105
25748,1544,377,1,14,48.46,6.5,98
25749,1544,377,2,11,52.28,8.2,135
25750,1544,279,1,8,41.38,6.6,159
25751,1544,279,2,13,42.04,8.6,96
25752,1544,279,3,14,43.19,8.9,109
25753,1544,176,1,9,41.1,8.1,153
25754,1544,176,2,11,43.13,9.2,102
25755,1544,80,1,9,53.8,8.0,165
25756,1544,80,2,14,54.95,7.1,129
25757,1544,80,3,10,55.58,7.5,97
25758,1544,80,4,14,54.75,7.4,113
25759,1544,138,1,9,37.77,7.3,129
25760,1544,138,2,12,32.44,7.3,153
25761,1544,138,3,13,34.64,6.7,108
25762,1544,314,1,10,51.31,7.1,100
25763,1544,314,2,14,35.8,8.9,77
25764,1545,391,1,11,41.99,7.7,101
25765,1545,391,2,9,43.41,7.4,106
25766,1545,391,3,13,41.23,8.3,138
25767,1545,391,4,9,33.52,8.7,102
25768,1545,315,1,14,44.52,6.5,123
25769,1545,315,2,9,45.39,7.1,133
25770,1545,131,1,10,26.37,7.7,143
25771,1545,131,2,11,22.74,9.5,135
25772,1545,193,1,13,52.06,8.3,144
25773,1545,193,2,14,55.65,8.4,150
25774,1545,248,1,10,22.18,8.0,88
25775,1545,248,2,14,24.84,6.7,95
25776,1545,248,3,8,20.96,7.7,143
25777,1546,190,1,10,39.43,7.9,79
25778,1546,190,2,8,41.91,7.7,131
25779,1546,297,1,11,41.42,8.1,120
25780,1546,297,2,13,38.09,7.2,162
25781,1546,297,3,9,47.62,7.5,174
25782,1546,297,4,10,49.01,8.7,131
25783,1546,399,1,13,8.01,7.1,149
25784,1546,399,2,9,7.05,8.2,143
25785,1546,399,3,10,8.55,7.4,109
25786,1546,399,4,8,7.2,8.2,101
25787,1546,307,1,13,54.41,7.7,168
25788,1546,307,2,8,49.51,7.1,109
25789,1546,307,3,14,47.38,7.3,164
25790,1546,60,1,10,28.91,7.9,104
25791,1546,60,2,11,29.76,8.7,136
25792,1546,60,3,12,27.91,7.2,60
25793,1546,60,4,11,27.35,7.1,119
25794,1547,247,1,8,34.17,8.6,100
25795,1547,247,2,9,34.0,8.5,148
25796,1547,211,1,10,24.57,7.5,140
25797,1547,211,2,13,24.55,7.9,77
25798,1547,211,3,11,26.33,7.9,60
25799,1547,234,1,12,38.37,8.9,67
25800,1547,234,2,10,39.66,7.0,81
25801,1547,58,1,9,26.9,8.1,103
25802,1547,58,2,8,29.87,9.4,96
25803,1547,58,3,11,28.73,7.6,136
25804,1547,53,1,11,17.71,8.2,123
25805,1547,53,2,9,16.73,7.5,132
25806,1548,280,1,12,39.14,7.7,95
25807,1548,280,2,8,44.62,8.6,117
25808,1548,280,3,11,41.57,7.6,132
25809,1548,250,1,10,21.3,7.7,92
25810,1548,250,2,11,23.29,8.0,99
25811,1548,250,3,11,19.97,8.5,124
25812,1548,264,1,13,51.7,6.7,97
25813,1548,264,2,11,49.56,8.3,115
25814,1548,97,1,11,51.52,8.0,112
25815,1548,97,2,11,54.24,7.4,95
25816,1548,75,1,8,42.08,7.0,129
25817,1548,75,2,13,39.14,8.1,139
25818,1548,289,1,10,36.43,7.6,109
25819,1548,289,2,10,34.07,7.6,208
25820,1549,81,1,10,47.86,8.4,141
25821,1549,81,2,14,48.09,7.8,98
25822,1549,55,1,8,66.17,9.5,168
25823,1549,55,2,10,63.84,8.8,145
25824,1549,406,1,14,17.16,7.6,138
25825,1549,406,2,9,17.1,8.7,162
25826,1549,77,1,8,35.5,8.2,143
25827,1549,77,2,13,30.4,8.8,123
25828,1549,77,3,14,36.68,7.4,115
25829,1550,53,1,9,34.52,8.5,118
25830,1550,53,2,13,39.82,6.1,123
25831,1550,53,3,13,44.74,7.8,102
25832,1550,53,4,12,37.96,8.2,128
25833,1550,157,1,12,36.99,8.2,111
25834,1550,157,2,13,42.38,7.9,99
25835,1550,417,1,14,48.28,6.7,95
25836,1550,417,2,8,44.73,8.0,91
25837,1550,417,3,9,58.76,7.4,116
25838,1550,125,1,10,34.38,8.0,131
25839,1550,125,2,8,40.52,7.2,106
25840,1550,181,1,12,49.62,6.7,117
25841,1550,181,2,9,54.69,8.1,108
25842,1551,254,1,8,7.09,8.4,71
25843,1551,254,2,12,6.95,7.7,87
25844,1551,254,3,9,6.29,7.2,74
25845,1551,330,1,14,25.32,6.0,81
25846,1551,330,2,14,23.14,7.8,112
25847,1551,330,3,9,23.99,7.3,163
25848,1551,51,1,10,45.17,7.3,118
25849,1551,51,2,13,47.07,7.2,141
25850,1551,51,3,8,52.96,7.2,115
25851,1551,100,1,13,51.63,7.6,129
25852,1551,100,2,14,50.07,8.0,105
25853,1551,100,3,8,54.94,8.4,110
25854,1551,100,4,13,48.03,7.6,73
25855,1551,345,1,13,49.53,7.4,122
25856,1551,345,2,13,51.73,8.5,91
25857,1551,314,1,11,51.72,6.5,131
25858,1551,314,2,13,45.72,7.5,143
25859,1552,273,1,11,38.95,8.1,108
25860,1552,273,2,14,43.24,8.2,104
25861,1552,34,1,11,38.67,7.5,115
25862,1552,34,2,9,37.11,9.2,169
25863,1552,131,1,14,36.36,8.7,141
25864,1552,131,2,8,33.38,8.2,60
25865,1552,411,1,12,43.19,8.7,133
25866,1552,411,2,11,41.97,7.4,91
25867,1552,411,3,10,47.0,6.7,156
25868,1553,244,1,8,37.38,8.3,92
25869,1553,244,2,11,44.65,6.6,110
25870,1553,244,3,11,37.89,8.2,84
25871,1553,343,1,12,16.21,7.9,129
25872,1553,343,2,10,19.12,9.3,149
25873,1553,343,3,9,17.81,6.0,130
25874,1553,343,4,14,16.7,7.4,139
25875,1553,401,1,10,66.78,8.2,84
25876,1553,401,2,8,79.0,9.2,148
25877,1553,401,3,14,73.99,6.9,88
25878,1553,401,4,11,69.21,8.0,108
25879,1553,401,5,12,71.48,7.9,77
25880,1553,401,6,12,62.45,8.3,67
25881,1553,353,1,11,60.76,8.8,126
25882,1553,353,2,11,63.25,8.5,103
25883,1554,55,1,12,45.77,7.8,104
25884,1554,55,2,10,44.03,7.7,110
25885,1554,411,1,10,39.13,7.4,135
25886,1554,411,2,14,40.88,8.6,67
25887,1554,411,3,10,40.59,9.1,93
25888,1554,411,4,12,41.65,7.9,112
25889,1554,411,5,9,36.63,8.1,74
25890,1554,322,1,10,57.86,7.5,107
25891,1554,322,2,11,56.63,6.7,107
25892,1554,234,1,14,24.37,7.8,126
25893,1554,234,2,14,25.77,6.9,207
25894,1554,234,3,8,24.56,7.9,68
25895,1554,234,4,8,24.72,9.0,140
25896,1554,190,1,12,55.71,7.6,88
25897,1554,190,2,12,48.0,6.8,102
25898,1555,204,1,8,38.16,8.1,181
25899,1555,204,2,8,34.71,7.6,117
25900,1555,204,3,8,35.18,8.1,98
25901,1555,107,1,11,42.6,7.2,102
25902,1555,107,2,8,47.86,8.9,120
25903,1555,258,1,9,31.19,8.4,64
25904,1555,258,2,8,34.52,9.2,133
25905,1555,402,1,12,41.29,8.1,108
25906,1555,402,2,14,48.49,8.1,125
25907,1556,78,1,10,26.22,7.6,114
25908,1556,78,2,13,27.98,7.9,115
25909,1556,78,3,14,27.3,7.6,167
25910,1556,109,1,14,20.92,8.5,110
25911,1556,109,2,11,20.27,6.9,170
25912,1556,376,1,10,45.08,7.4,145
25913,1556,376,2,9,51.29,7.6,132
25914,1556,394,1,9,30.86,7.2,140
25915,1556,394,2,11,31.63,7.5,154
25916,1556,394,3,10,32.91,8.1,128
25917,1557,310,1,8,29.03,8.6,99
25918,1557,310,2,10,26.57,7.6,93
25919,1557,407,1,12,22.11,7.4,123
25920,1557,407,2,9,30.56,8.2,123
25921,1557,407,3,11,28.93,8.5,101
25922,1557,407,4,14,25.17,8.0,142
25923,1557,159,1,10,17.98,7.1,67
25924,1557,159,2,8,22.13,7.7,145
25925,1557,159,3,9,18.76,7.3,177
25926,1557,127,1,12,70.24,8.3,139
25927,1557,127,2,14,65.46,8.6,112
25928,1557,127,3,12,75.11,7.6,112
25929,1557,263,1,13,38.36,6.2,101
25930,1557,263,2,8,38.58,8.1,101
25931,1557,71,1,8,34.92,7.2,144
25932,1557,71,2,13,38.04,7.5,83
25933,1557,71,3,8,38.87,7.9,181
25934,1558,173,1,13,42.62,7.0,88
25935,1558,173,2,12,44.74,7.9,91
25936,1558,101,1,13,24.9,8.1,134
25937,1558,101,2,13,22.16,9.0,113
25938,1558,101,3,10,25.47,8.5,68
25939,1558,101,4,14,29.72,8.9,86
25940,1558,222,1,14,42.43,7.2,113
25941,1558,222,2,13,42.14,9.3,129
25942,1558,37,1,12,34.57,7.5,96
25943,1558,37,2,14,26.91,7.5,138
25944,1558,127,1,11,36.05,7.3,188
25945,1558,127,2,12,33.46,8.7,124
25946,1558,27,1,14,58.02,6.8,118
25947,1558,27,2,11,52.25,8.1,141
25948,1559,140,1,13,15.08,8.1,116
25949,1559,140,2,11,16.05,6.5,114
25950,1559,140,3,14,16.59,6.8,137
25951,1559,228,1,12,43.05,8.3,116
25952,1559,228,2,10,44.92,7.8,109
25953,1559,94,1,13,56.0,8.4,140
25954,1559,94,2,12,48.73,7.4,78
25955,1559,94,3,13,42.59,8.4,73
25956,1559,395,1,14,5.21,8.0,118
25957,1559,395,2,14,5.43,8.4,132
25958,1559,395,3,14,5.56,7.6,144
25959,1560,278,1,14,34.57,6.0,97
25960,1560,278,2,10,29.88,7.5,164
25961,1560,278,3,11,31.27,7.9,141
25962,1560,309,1,9,33.07,7.9,70
25963,1560,309,2,14,35.43,8.2,125
25964,1560,150,1,12,41.54,7.5,139
25965,1560,150,2,14,51.07,7.3,127
25966,1560,150,3,13,49.7,8.1,159
25967,1560,388,1,10,17.67,7.4,110
25968,1560,388,2,8,18.37,9.6,173
25969,1561,235,1,8,35.78,8.7,133
25970,1561,235,2,8,41.38,7.4,96
25971,1561,235,3,9,34.25,7.6,128
25972,1561,181,1,13,33.65,8.4,121
25973,1561,181,2,8,38.69,8.4,107
25974,1561,181,3,12,42.23,8.4,119
25975,1561,247,1,12,22.79,7.1,100
25976,1561,247,2,12,22.14,8.1,161
25977,1561,247,3,12,28.63,7.8,88
25978,1561,81,1,8,27.69,7.8,151
25979,1561,81,2,8,30.45,7.6,118
25980,1562,286,1,8,29.08,8.4,99
25981,1562,286,2,9,33.23,7.8,84
25982,1562,124,1,9,39.92,6.7,165
25983,1562,124,2,10,40.94,7.2,124
25984,1562,51,1,14,42.17,8.1,107
25985,1562,51,2,9,36.69,8.0,79
25986,1562,221,1,11,40.73,8.4,124
25987,1562,221,2,12,38.22,7.4,97
25988,1562,221,3,9,41.13,8.0,98
25989,1563,26,1,10,33.04,7.3,130
25990,1563,26,2,10,26.62,8.5,88
25991,1563,181,1,12,30.72,7.3,150
25992,1563,181,2,8,28.04,9.6,154
25993,1563,181,3,8,31.35,8.6,108
25994,1563,32,1,12,44.23,9.7,72
25995,1563,32,2,14,44.27,6.8,143
25996,1563,32,3,12,52.22,8.2,96
25997,1563,202,1,11,67.69,7.1,60
25998,1563,202,2,10,74.96,7.4,83
25999,1563,202,3,10,61.64,6.8,108
26000,1563,202,4,12,56.11,8.1,76
26001,1563,192,1,11,52.12,7.5,65
26002,1563,192,2,9,55.68,8.1,107
26003,1563,192,3,8,51.85,7.1,102
26004,1564,411,1,8,55.56,7.6,112
26005,1564,411,2,13,46.86,8.7,73
26006,1564,193,1,10,38.19,8.2,114
26007,1564,193,2,11,35.69,8.1,118
26008,1564,193,3,9,41.3,7.9,100
26009,1564,21,1,11,31.3,8.2,111
26010,1564,21,2,13,28.73,7.2,111
26011,1564,21,3,11,30.07,6.4,124
26012,1564,153,1,14,71.85,6.3,130
26013,1564,153,2,9,77.94,7.7,157
26014,1564,153,3,11,69.36,7.8,60
26015,1564,153,4,14,73.37,7.1,82
26016,1565,90,1,13,54.24,6.9,174
26017,1565,90,2,14,50.41,8.6,159
26018,1565,248,1,9,29.23,7.9,109
26019,1565,248,2,13,30.58,7.6,104
26020,1565,248,3,11,36.96,7.9,102
26021,1565,237,1,10,20.51,7.9,126
26022,1565,237,2,14,19.62,8.6,133
26023,1565,181,1,12,49.4,7.6,101
26024,1565,181,2,12,44.84,7.3,110
26025,1565,181,3,9,52.06,8.2,78
26026,1565,181,4,9,53.75,6.8,155
26027,1565,406,1,10,42.02,6.9,125
26028,1565,406,2,12,51.45,8.3,133
26029,1565,406,3,12,50.07,8.2,138
26030,1565,205,1,11,40.25,8.1,96
26031,1565,205,2,8,45.5,8.3,168
26032,1565,205,3,12,45.36,8.0,141
26033,1565,205,4,9,45.79,6.9,80
26034,1566,402,1,9,26.22,9.0,106
26035,1566,402,2,12,28.49,7.5,110
26036,1566,402,3,7,32.68,7.0,100
26037,1566,348,1,12,32.94,7.8,134
26038,1566,348,2,8,36.05,8.6,111
26039,1566,106,1,10,55.62,7.4,120
26040,1566,106,2,12,57.69,7.0,204
26041,1566,106,3,7,65.11,6.9,98
26042,1566,129,1,10,46.02,7.7,117
26043,1566,129,2,9,49.25,7.7,104
26044,1566,129,3,6,41.27,6.6,116
26045,1567,70,1,9,21.28,8.9,161
26046,1567,70,2,9,23.72,6.8,125
26047,1567,70,3,10,23.64,8.3,76
26048,1567,92,1,9,28.94,8.2,158
26049,1567,92,2,8,27.49,7.8,150
26050,1567,92,3,7,27.27,7.5,138
26051,1567,239,1,10,29.32,8.0,134
26052,1567,239,2,6,33.59,7.5,122
26053,1567,239,3,6,31.87,7.5,143
26054,1567,371,1,9,18.39,7.9,82
26055,1567,371,2,7,19.29,8.0,106
26056,1567,371,3,9,17.25,6.7,80
26057,1568,63,1,11,49.99,8.2,126
26058,1568,63,2,6,44.54,7.5,120
26059,1568,397,1,6,48.11,8.4,100
26060,1568,397,2,6,45.51,7.9,140
26061,1568,397,3,12,45.66,8.3,169
26062,1568,397,4,12,48.11,8.8,88
26063,1568,397,5,12,44.97,7.8,100
26064,1568,397,6,7,45.28,7.5,117
26065,1568,261,1,11,17.99,7.1,126
26066,1568,261,2,10,20.34,7.7,132
26067,1568,261,3,12,18.71,8.1,92
26068,1568,261,4,10,16.4,7.7,127
26069,1568,261,5,11,17.03,8.2,123
26070,1568,261,6,12,16.03,8.0,100
26071,1568,127,1,11,17.79,8.7,112
26072,1568,127,2,11,21.35,7.2,160
26073,1568,127,3,11,18.72,8.0,135
26074,1568,127,4,6,15.76,7.4,172
26075,1568,127,5,6,19.59,7.2,111
26076,1569,205,1,7,32.07,7.7,116
26077,1569,205,2,7,34.65,7.2,136
26078,1569,205,3,8,31.76,6.5,68
26079,1569,2,1,8,47.47,7.3,154
26080,1569,2,2,8,42.91,7.9,108
26081,1569,2,3,8,39.91,8.4,134
26082,1569,2,4,7,43.73,7.4,133
26083,1569,328,1,11,39.29,8.5,109
26084,1569,328,2,9,42.18,9.5,106
26085,1569,328,3,7,39.77,8.6,112
26086,1569,328,4,10,40.73,7.1,82
26087,1569,328,5,11,44.76,8.4,131
26088,1569,140,1,9,58.32,7.4,108
26089,1569,140,2,9,53.71,7.7,130
26090,1569,140,3,7,54.14,8.0,102
26091,1569,140,4,12,52.73,8.2,109
26092,1569,55,1,12,29.7,7.7,106
26093,1569,55,2,6,31.01,7.6,121
26094,1569,55,3,12,35.37,7.2,160
26095,1569,55,4,11,31.34,7.3,72
26096,1569,55,5,10,36.84,8.0,164
26097,1569,202,1,10,58.68,7.5,135
26098,1569,202,2,10,57.15,6.9,88
26099,1569,202,3,9,55.7,8.9,100
26100,1569,202,4,10,61.53,7.8,142
26101,1569,202,5,9,60.92,8.0,167
26102,1570,405,1,10,33.7,6.6,91
26103,1570,405,2,9,28.91,7.3,106
26104,1570,405,3,7,31.28,6.9,132
26105,1570,405,4,8,30.38,7.6,135
26106,1570,405,5,10,33.44,6.0,158
26107,1570,405,6,9,34.73,8.0,108
26108,1570,124,1,11,34.62,8.7,123
26109,1570,124,2,10,29.28,7.0,81
26110,1570,124,3,12,35.05,6.9,120
26111,1570,124,4,7,33.74,8.1,118
26112,1570,344,1,11,31.97,7.0,131
26113,1570,344,2,12,35.44,7.1,113
26114,1570,344,3,8,36.54,7.4,140
26115,1570,344,4,7,34.12,8.4,171
26116,1570,344,5,11,34.6,7.8,135
26117,1570,344,6,8,36.9,6.8,167
26118,1570,326,1,6,37.54,9.8,120
26119,1570,326,2,11,36.63,7.5,119
26120,1570,326,3,9,37.01,7.2,119
26121,1570,326,4,8,36.94,7.8,158
26122,1570,69,1,9,13.28,6.9,83
26123,1570,69,2,9,13.51,6.0,105
26124,1571,51,1,6,13.33,8.2,163
26125,1571,51,2,6,17.97,7.0,153
26126,1571,51,3,7,19.09,6.9,72
26127,1571,51,4,9,16.86,9.6,100
26128,1571,217,1,6,52.5,7.6,131
26129,1571,217,2,10,53.71,7.2,133
26130,1571,217,3,9,63.03,7.0,100
26131,1571,217,4,7,65.52,8.0,110
26132,1571,217,5,11,58.01,7.8,106
26133,1571,151,1,6,37.09,7.1,138
26134,1571,151,2,8,41.48,7.5,87
26135,1571,151,3,9,36.08,7.2,148
26136,1571,44,1,7,47.77,7.9,118
26137,1571,44,2,12,46.34,8.4,86
26138,1571,44,3,6,51.84,7.9,147
26139,1571,44,4,10,45.35,7.6,92
26140,1571,271,1,8,29.33,9.5,109
26141,1571,271,2,9,31.48,7.8,112
26142,1571,271,3,12,28.59,6.4,68
26143,1571,271,4,10,36.96,7.8,109
26144,1572,9,1,12,28.77,8.0,127
26145,1572,9,2,6,31.3,8.6,146
26146,1572,9,3,12,30.87,8.0,127
26147,1572,9,4,8,34.07,8.1,104
26148,1572,414,1,7,15.77,9.4,126
26149,1572,414,2,7,19.36,6.5,144
26150,1572,414,3,6,16.01,7.7,60
26151,1572,414,4,12,17.63,7.9,161
26152,1572,414,5,6,16.4,6.9,84
26153,1572,414,6,9,17.22,8.2,136
26154,1572,33,1,10,38.35,7.2,112
26155,1572,33,2,8,37.23,9.0,113
26156,1572,33,3,11,37.95,8.1,136
26157,1572,157,1,11,38.74,8.3,131
26158,1572,157,2,10,36.16,7.7,168
26159,1572,157,3,11,41.38,7.5,120
26160,1572,157,4,9,34.76,7.5,112
26161,1572,331,1,9,16.86,6.1,170
26162,1572,331,2,6,18.74,7.4,116
26163,1572,331,3,6,17.83,7.4,134
26164,1572,331,4,12,17.56,7.8,111
26165,1572,331,5,12,19.37,8.0,103
26166,1572,224,1,9,49.29,6.4,89
26167,1572,224,2,11,46.7,6.3,81
26168,1572,224,3,11,46.75,8.1,121
26169,1573,165,1,7,33.88,8.1,213
26170,1573,165,2,7,33.62,6.8,139
26171,1573,165,3,8,32.22,8.6,109
26172,1573,165,4,9,33.19,8.4,111
26173,1573,165,5,10,30.91,7.7,175
26174,1573,165,6,7,29.43,8.1,97
26175,1573,18,1,9,35.87,8.6,106
26176,1573,18,2,8,32.65,7.1,149
26177,1573,18,3,6,36.05,7.3,137
26178,1573,18,4,12,36.45,8.2,152
26179,1573,46,1,11,37.21,8.0,87
26180,1573,46,2,9,35.36,7.2,125
26181,1573,46,3,12,33.25,7.4,60
26182,1573,46,4,12,34.6,8.7,85
26183,1573,46,5,12,34.46,7.9,169
26184,1573,46,6,8,33.9,9.0,130
26185,1573,220,1,12,42.09,9.2,124
26186,1573,220,2,9,40.53,7.9,101
26187,1573,220,3,6,39.18,8.4,173
26188,1573,220,4,10,44.65,7.5,100
26189,1573,220,5,12,41.03,7.1,128
26190,1573,220,6,6,34.56,8.3,123
26191,1574,257,1,6,36.41,7.9,117
26192,1574,257,2,10,38.11,6.3,110
26193,1574,74,1,12,26.91,6.9,124
26194,1574,74,2,7,24.94,7.1,95
26195,1574,173,1,8,26.73,7.7,133
26196,1574,173,2,7,28.27,7.6,88
26197,1574,245,1,9,65.29,7.7,147
26198,1574,245,2,6,73.05,9.2,105
26199,1574,245,3,6,62.26,8.7,171
26200,1574,245,4,9,63.01,7.3,89
26201,1574,106,1,9,50.51,7.1,151
26202,1574,106,2,12,52.33,6.6,147
26203,1574,106,3,7,41.67,8.4,134
26204,1574,106,4,12,49.71,9.3,122
26205,1575,103,1,8,4.72,8.6,95
26206,1575,103,2,8,6.59,7.6,101
26207,1575,103,3,7,5.82,7.9,79
26208,1575,103,4,11,5.65,8.7,179
26209,1575,230,1,9,31.19,7.1,158
26210,1575,230,2,8,28.48,7.8,147
26211,1575,230,3,6,31.14,8.2,133
26212,1575,364,1,7,52.26,7.7,113
26213,1575,364,2,10,53.69,7.6,169
26214,1575,364,3,11,45.91,7.1,130
26215,1575,151,1,11,41.38,7.7,130
26216,1575,151,2,9,44.5,8.4,132
26217,1575,151,3,10,34.57,8.1,131
26218,1575,298,1,7,33.07,8.2,126
26219,1575,298,2,12,41.66,8.0,128
26220,1575,298,3,6,40.31,7.4,128
26221,1575,93,1,7,44.18,7.0,114
26222,1575,93,2,9,46.94,8.1,126
26223,1575,93,3,7,50.68,8.4,90
26224,1576,61,1,11,25.24,7.6,146
26225,1576,61,2,12,21.11,8.2,60
26226,1576,61,3,7,22.98,7.7,131
26227,1576,61,4,11,24.6,7.3,118
26228,1576,268,1,8,16.79,7.8,116
26229,1576,268,2,7,16.85,8.6,73
26230,1576,268,3,6,15.25,7.2,94
26231,1576,268,4,11,16.46,6.8,127
26232,1576,327,1,10,66.3,8.2,111
26233,1576,327,2,11,67.74,8.3,93
26234,1576,327,3,11,65.69,8.6,105
26235,1576,327,4,10,59.22,8.5,64
26236,1576,327,5,11,63.78,7.7,86
26237,1576,382,1,7,27.33,8.4,164
26238,1576,382,2,11,23.83,7.7,115
26239,1576,382,3,7,28.29,7.3,169
26240,1576,382,4,11,30.06,7.2,60
26241,1576,382,5,7,27.01,6.8,78
26242,1576,294,1,8,47.05,6.8,174
26243,1576,294,2,8,60.51,7.1,160
26244,1576,294,3,11,60.58,7.6,153
26245,1576,294,4,9,51.83,7.9,81
26246,1576,227,1,8,55.96,7.5,118
26247,1576,227,2,10,54.71,7.7,114
26248,1576,227,3,7,37.4,8.1,67
26249,1576,227,4,11,54.39,7.4,74
26250,1577,179,1,10,46.17,9.0,128
26251,1577,179,2,12,51.5,7.8,70
26252,1577,179,3,10,52.95,6.4,75
26253,1577,179,4,10,50.43,7.5,124
26254,1577,179,5,7,47.45,7.2,117
26255,1577,316,1,11,35.72,7.7,92
26256,1577,316,2,7,43.33,7.9,114
26257,1577,316,3,8,40.49,8.4,150
26258,1577,316,4,11,40.78,7.0,128
26259,1577,162,1,8,37.49,8.0,116
26260,1577,162,2,9,36.77,7.6,142
26261,1577,162,3,9,35.72,9.0,104
26262,1577,162,4,9,39.45,8.3,134
26263,1577,419,1,11,37.33,7.4,134
26264,1577,419,2,11,33.98,8.4,133
26265,1577,419,3,11,34.02,7.9,98
26266,1577,170,1,10,32.56,7.3,124
26267,1577,170,2,10,33.27,8.4,62
26268,1577,170,3,7,31.71,8.7,66
26269,1577,254,1,8,39.89,7.3,154
26270,1577,254,2,11,47.48,7.8,76
26271,1577,254,3,7,34.51,8.4,119
26272,1577,254,4,7,40.44,7.4,64
26273,1578,331,1,6,51.83,7.4,96
26274,1578,331,2,6,53.18,7.3,112
26275,1578,331,3,10,58.04,7.2,152
26276,1578,331,4,7,57.33,8.1,113
26277,1578,399,1,12,44.21,7.4,90
26278,1578,399,2,8,44.74,7.6,141
26279,1578,399,3,9,54.03,7.1,169
26280,1578,399,4,9,49.03,6.3,121
26281,1578,399,5,12,50.17,8.1,97
26282,1578,55,1,12,63.04,8.5,150
26283,1578,55,2,8,56.21,6.6,189
26284,1578,55,3,11,60.19,8.6,126
26285,1578,55,4,12,56.93,7.5,139
26286,1578,55,5,10,53.3,8.3,120
26287,1578,327,1,11,25.85,8.2,76
26288,1578,327,2,9,26.17,7.0,120
26289,1578,327,3,10,27.87,7.3,134
26290,1578,327,4,6,26.54,8.6,167
26291,1578,393,1,8,43.14,6.9,118
26292,1578,393,2,12,46.36,8.4,118
26293,1578,393,3,8,45.52,8.9,203
26294,1579,370,1,6,64.64,7.4,134
26295,1579,370,2,9,57.66,8.1,107
26296,1579,370,3,12,71.08,8.5,70
26297,1579,162,1,10,51.21,7.7,152
26298,1579,162,2,6,47.04,8.2,108
26299,1579,162,3,9,48.53,8.9,75
26300,1579,162,4,8,47.46,7.5,160
26301,1579,283,1,10,24.04,8.9,98
26302,1579,283,2,7,20.39,8.4,128
26303,1579,283,3,6,23.94,8.2,144
26304,1579,283,4,8,23.41,8.8,87
26305,1579,283,5,9,23.72,7.2,131
26306,1579,283,6,6,21.08,8.6,169
26307,1579,368,1,9,41.29,7.1,126
